order_id,customer_id,product_id,region_id,campaign_id,order_date,quantity,unit_price,discount,shipping_cost,payment_method,delivery_days,returned_flag,order_status,warehouse_region,customer_rating,customer_city,customer_state
ORD53,946,858,41,7.0,2025-01-02,1,9747.69,9.21,372.82,UPI,6,0,Delivered,East Hub,5,Anand,Madhya Pradesh
ORD54,3408,626,5,1.0,2025-01-02,1,1370.43,12.65,61.2,Net Banking,5,1,Returned,North Hub,1,Satara,Karnataka
ORD55,2547,164,19,1.0,2025-01-02,1,14594.1,9.26,471.81,UPI,5,0,Delivered,West Hub,4,Alwar,Tamil Nadu
ORD56,2273,1080,30,,2025-01-02,1,3197.94,7.75,403.6,COD,2,0,Delivered,East Hub,1,Panchkula,Delhi
ORD57,946,443,44,,2025-01-02,1,9990.44,12.92,217.75,UPI,6,0,Delivered,South Hub,1,Anand,Madhya Pradesh
ORD58,3915,380,42,7.0,2025-01-02,1,1689.69,6.06,112.98,Net Banking,2,0,Delivered,North Hub,1,Maheshtala,Delhi
ORD59,405,933,38,7.0,2025-01-02,2,12447.07,17.61,348.99,UPI,7,0,Delivered,South Hub,3,Bhusawal,Rajasthan
ORD60,1100,964,37,,2025-01-02,1,2952.64,17.86,299.76,COD,7,0,Delivered,South Hub,1,Hajipur,Madhya Pradesh
ORD61,1823,20,20,1.0,2025-01-02,2,82449.94,9.28,423.96,Net Banking,7,0,Delivered,East Hub,4,Kishanganj,Odisha
ORD62,3182,665,28,1.0,2025-01-02,1,3246.24,6.26,314.2,COD,6,0,Delivered,North Hub,3,Purnia,West Bengal
ORD63,2848,411,18,7.0,2025-01-02,1,1879.49,10.79,313.67,Credit Card,4,0,Delivered,West Hub,3,Bhalswa Jahangir Pur,Rajasthan
ORD64,2709,1161,25,7.0,2025-01-02,1,1024.11,6.42,214.1,UPI,5,0,Delivered,East Hub,5,Thrissur,Odisha
ORD65,3561,362,22,7.0,2025-01-02,1,35014.87,11.69,210.89,UPI,7,0,Delivered,South Hub,4,Ujjain,Uttar Pradesh
ORD66,3486,343,1,,2025-01-02,1,2917.84,9.61,413.32,Credit Card,2,0,Delivered,North Hub,4,Ahmedabad,Odisha
ORD67,3721,786,7,7.0,2025-01-02,1,2781.93,16.92,370.39,Net Banking,3,0,Delivered,West Hub,3,Ludhiana,Karnataka
ORD68,2418,1072,19,,2025-01-02,1,749.38,9.94,401.03,UPI,4,0,Delivered,North Hub,4,Saharsa,Rajasthan
ORD69,1733,767,45,,2025-01-02,1,3057.79,10.69,146.96,UPI,4,0,Delivered,East Hub,5,Unnao,Delhi
ORD70,2414,676,9,,2025-01-02,1,3717.53,17.31,464.86,Credit Card,7,0,Delivered,North Hub,3,Jhansi,Karnataka
ORD71,2891,125,22,7.0,2025-01-02,1,13921.75,16.25,498.0,Net Banking,3,0,Delivered,North Hub,5,Amroha,Delhi
ORD100,560,769,36,,2025-01-03,1,2646.38,7.84,137.17,Credit Card,3,0,Delivered,West Hub,2,Eluru,Delhi
ORD101,956,865,26,,2025-01-03,1,2392.52,13.15,74.07,Credit Card,2,0,Delivered,South Hub,4,Adoni,West Bengal
ORD102,2710,324,6,,2025-01-03,2,7423.18,17.8,362.55,COD,5,0,Delivered,West Hub,1,Bidhannagar,Kerala
ORD72,2659,257,21,,2025-01-03,1,8407.81,14.32,460.58,Net Banking,5,0,Delivered,East Hub,2,Bhalswa Jahangir Pur,Gujarat
ORD73,1507,370,20,7.0,2025-01-03,1,10981.38,6.5,343.53,Net Banking,2,0,Delivered,North Hub,4,Shahjahanpur,Maharashtra
ORD74,3480,154,30,,2025-01-03,1,6671.47,15.52,352.45,UPI,3,0,Delivered,North Hub,3,Kottayam,Kerala
ORD75,1947,285,36,1.0,2025-01-03,1,30642.86,11.09,198.17,Credit Card,3,0,Delivered,East Hub,2,Khandwa,Maharashtra
ORD76,2247,482,5,1.0,2025-01-03,1,4452.69,9.45,438.07,COD,6,0,Delivered,West Hub,4,Deoghar,Rajasthan
ORD77,1070,250,20,7.0,2025-01-03,1,3409.17,13.72,478.72,Credit Card,6,0,Delivered,East Hub,4,Tadepalligudem,Gujarat
ORD78,1515,282,23,7.0,2025-01-03,1,14967.34,6.53,270.2,Net Banking,6,0,Delivered,North Hub,1,Moradabad,Gujarat
ORD79,2128,926,10,1.0,2025-01-03,2,3382.3,13.57,337.37,UPI,2,0,Delivered,South Hub,4,Bhiwandi,Delhi
ORD80,3924,427,14,7.0,2025-01-03,1,2328.9,7.5,74.89,Net Banking,2,0,Delivered,North Hub,3,Bhatpara,Rajasthan
ORD81,2304,453,38,7.0,2025-01-03,2,2594.44,14.44,226.31,COD,4,0,Delivered,West Hub,1,Katihar,Punjab
ORD82,1010,924,43,,2025-01-03,1,5254.44,10.07,147.29,UPI,4,0,Delivered,West Hub,5,Madurai,Karnataka
ORD83,3758,908,14,,2025-01-03,2,8189.19,10.87,51.48,COD,7,0,Delivered,North Hub,2,Jalandhar,Punjab
ORD84,3621,850,31,,2025-01-03,1,3791.26,10.97,399.28,Credit Card,3,0,Delivered,South Hub,1,Gwalior,Maharashtra
ORD85,2128,700,30,1.0,2025-01-03,2,2152.58,9.81,409.48,UPI,2,0,Delivered,West Hub,5,Bhiwandi,Delhi
ORD86,3098,66,11,,2025-01-03,1,71348.62,6.94,346.71,COD,2,0,Delivered,South Hub,5,Ludhiana,Maharashtra
ORD87,3916,1013,15,,2025-01-03,1,3469.31,8.78,208.02,Net Banking,4,0,Delivered,West Hub,1,North Dumdum,Delhi
ORD88,3767,751,1,1.0,2025-01-03,1,2078.04,13.86,191.76,Credit Card,6,1,Returned,West Hub,3,Navi Mumbai,Gujarat
ORD89,451,1121,14,1.0,2025-01-03,1,983.02,12.32,176.77,Net Banking,6,0,Delivered,South Hub,1,Ozhukarai,Gujarat
ORD90,2934,187,21,1.0,2025-01-03,1,48260.29,14.32,151.39,Credit Card,5,0,Delivered,North Hub,2,Kollam,Gujarat
ORD91,3954,121,2,1.0,2025-01-03,1,57124.58,8.66,366.62,COD,4,0,Delivered,West Hub,2,Karawal Nagar,Kerala
ORD92,2627,1069,1,,2025-01-03,1,1387.37,13.25,88.28,COD,2,0,Delivered,North Hub,3,Bareilly,Maharashtra
ORD93,2626,363,16,,2025-01-03,1,11235.98,14.79,456.57,Net Banking,7,0,Delivered,East Hub,2,Sultan Pur Majra,Tamil Nadu
ORD94,2040,1147,2,,2025-01-03,1,925.61,8.82,351.55,UPI,6,0,Delivered,North Hub,5,Muzaffarnagar,Maharashtra
ORD95,1346,895,14,,2025-01-03,2,21812.14,9.13,421.95,Net Banking,3,0,Delivered,West Hub,4,Kumbakonam,Punjab
ORD96,2016,242,50,7.0,2025-01-03,2,52406.04,6.42,192.34,Credit Card,3,0,Delivered,West Hub,2,Ballia,Karnataka
ORD97,2644,750,35,1.0,2025-01-03,1,888.97,10.33,444.5,UPI,3,0,Delivered,South Hub,4,Bangalore,Karnataka
ORD98,759,398,46,1.0,2025-01-03,1,19016.88,13.82,170.43,Credit Card,7,0,Delivered,West Hub,3,Warangal,Madhya Pradesh
ORD99,2892,967,9,,2025-01-03,1,2141.41,17.51,328.65,UPI,5,0,Delivered,South Hub,5,Ongole,Tamil Nadu
ORD103,2333,35,6,7.0,2025-01-04,1,30514.83,17.98,388.36,Credit Card,5,0,Delivered,West Hub,5,Vasai-Virar,Madhya Pradesh
ORD104,3074,854,44,1.0,2025-01-04,1,4502.93,5.82,90.4,Net Banking,7,0,Delivered,South Hub,3,Serampore,Odisha
ORD105,2068,187,26,7.0,2025-01-04,2,56802.48,7.32,243.21,Credit Card,6,0,Delivered,South Hub,1,Latur,Madhya Pradesh
ORD106,426,496,38,1.0,2025-01-04,1,8592.97,5.04,133.45,Net Banking,3,0,Delivered,North Hub,2,Chandrapur,Delhi
ORD107,1569,525,1,1.0,2025-01-04,1,9413.48,13.06,489.85,COD,7,0,Delivered,South Hub,2,Kollam,Odisha
ORD108,325,45,31,,2025-01-04,1,81908.31,15.28,302.34,Net Banking,6,0,Delivered,South Hub,4,Jaunpur,Maharashtra
ORD108,2458,45,31,7.0,2025-01-04,1,90997.27,15.28,302.34,Net Banking,6,0,Delivered,South Hub,4,Chandrapur,West Bengal
ORD109,2810,1075,34,,2025-01-04,1,1892.58,17.62,402.71,UPI,4,0,Delivered,East Hub,5,Mangalore,Karnataka
ORD110,2322,317,37,7.0,2025-01-04,1,16488.49,17.23,217.99,Net Banking,5,0,Delivered,North Hub,2,Panihati,Maharashtra
ORD111,2316,725,4,7.0,2025-01-04,1,3054.47,17.82,364.21,Credit Card,7,0,Delivered,South Hub,5,Bareilly,Punjab
ORD112,1004,283,50,,2025-01-04,1,6409.05,8.96,250.13,COD,2,0,Delivered,South Hub,4,Singrauli,West Bengal
ORD113,3786,706,23,7.0,2025-01-04,2,1107.33,9.01,381.56,COD,2,1,Returned,South Hub,3,Nangloi Jat,Maharashtra
ORD114,463,1003,16,7.0,2025-01-04,1,3355.45,9.54,227.53,UPI,5,0,Delivered,West Hub,3,Dhule,West Bengal
ORD115,2424,186,7,1.0,2025-01-04,1,17444.95,14.14,335.54,COD,3,0,Delivered,North Hub,3,Jalandhar,Odisha
ORD116,557,505,2,1.0,2025-01-04,1,10017.94,15.46,208.32,COD,2,0,Delivered,North Hub,3,Raichur,Punjab
ORD117,2102,637,9,,2025-01-04,1,4099.77,16.04,270.17,UPI,2,1,Returned,North Hub,4,Panvel,Tamil Nadu
ORD118,1518,108,20,7.0,2025-01-04,1,35897.96,5.16,164.45,Net Banking,7,0,Cancelled,North Hub,3,Malda,Punjab
ORD119,3868,716,44,7.0,2025-01-04,3,3615.85,6.81,358.75,COD,6,0,Delivered,East Hub,4,Gudivada,Odisha
ORD120,707,1200,23,1.0,2025-01-04,1,861.68,10.01,403.24,COD,6,0,Delivered,West Hub,4,Ambarnath,Rajasthan
ORD121,3277,952,32,1.0,2025-01-04,1,3646.94,17.43,107.0,UPI,5,0,Delivered,South Hub,4,Haridwar,Maharashtra
ORD122,2936,629,19,,2025-01-04,1,2017.28,5.02,372.47,COD,6,0,Delivered,North Hub,2,Gudivada,Delhi
ORD123,884,212,31,,2025-01-04,1,13021.75,15.91,309.25,COD,4,0,Delivered,East Hub,3,Ramagundam,Karnataka
ORD124,448,111,25,1.0,2025-01-04,1,9434.82,9.16,71.38,UPI,4,0,Delivered,South Hub,2,Bhusawal,Karnataka
ORD125,35,1035,46,1.0,2025-01-04,1,3335.49,15.24,336.2,COD,6,0,Delivered,South Hub,4,Ramgarh,Kerala
ORD126,159,875,10,1.0,2025-01-04,1,2769.46,6.84,429.62,COD,4,0,Delivered,East Hub,5,Akola,Karnataka
ORD127,625,909,9,1.0,2025-01-04,1,2056.55,9.41,363.29,UPI,3,0,Delivered,North Hub,4,Mathura,Delhi
ORD128,3997,568,38,,2025-01-04,2,4117.88,12.62,162.8,COD,7,0,Delivered,East Hub,4,Hindupur,Delhi
ORD129,597,50,36,1.0,2025-01-04,1,10054.0,17.07,457.3,Credit Card,4,0,Delivered,West Hub,2,Gulbarga,Madhya Pradesh
ORD130,863,689,11,,2025-01-04,1,1864.89,17.22,497.48,Credit Card,4,0,Delivered,North Hub,2,Jammu,West Bengal
ORD131,1125,616,32,7.0,2025-01-04,1,3750.68,12.2,247.17,UPI,6,0,Delivered,North Hub,3,Rajpur Sonarpur,Odisha
ORD132,3333,46,29,7.0,2025-01-04,1,39131.51,17.77,137.21,Credit Card,3,0,Delivered,West Hub,3,Sagar,West Bengal
ORD133,1144,458,11,1.0,2025-01-04,1,4596.66,8.43,392.73,Net Banking,5,0,Cancelled,South Hub,1,Rewa,Gujarat
ORD134,3783,775,34,1.0,2025-01-04,1,1293.31,15.88,458.7,UPI,2,0,Delivered,North Hub,4,Berhampore,Punjab
ORD135,1368,138,25,1.0,2025-01-04,1,46428.57,14.4,184.51,Net Banking,6,0,Delivered,North Hub,5,Baranagar,Madhya Pradesh
ORD136,2974,303,19,7.0,2025-01-04,1,2859.45,13.75,147.37,UPI,7,0,Delivered,North Hub,3,Miryalaguda,Karnataka
ORD137,1598,241,3,1.0,2025-01-04,1,3738.76,13.92,293.69,Credit Card,7,0,Delivered,East Hub,4,Patna,Kerala
ORD138,3501,876,34,,2025-01-04,2,19300.39,6.96,388.5,UPI,6,0,Delivered,North Hub,4,Mau,West Bengal
ORD139,358,458,47,,2025-01-04,2,4625.97,15.17,170.34,UPI,3,0,Delivered,North Hub,3,Chapra,Karnataka
ORD140,136,767,15,7.0,2025-01-04,1,2835.24,6.98,441.86,Net Banking,6,0,Delivered,South Hub,5,Hospet,Kerala
ORD141,597,476,32,1.0,2025-01-04,1,8476.93,6.92,60.42,UPI,6,0,Delivered,North Hub,4,Gulbarga,Madhya Pradesh
ORD142,2871,514,32,7.0,2025-01-04,1,5780.39,12.88,399.83,COD,5,0,Cancelled,North Hub,3,Berhampore,Kerala
ORD143,1859,665,16,7.0,2025-01-05,1,3078.1,14.59,460.62,Net Banking,2,0,Delivered,North Hub,2,Bongaigaon,Karnataka
ORD144,2616,114,20,1.0,2025-01-05,3,63180.51,12.28,334.9,Net Banking,4,0,Delivered,West Hub,4,Serampore,West Bengal
ORD145,118,628,36,,2025-01-05,3,2439.68,10.27,427.27,UPI,7,0,Delivered,North Hub,5,Aurangabad,Kerala
ORD146,2348,139,47,,2025-01-05,1,37212.81,5.9,408.27,UPI,5,0,Delivered,West Hub,2,Bareilly,Gujarat
ORD147,7,369,8,,2025-01-05,1,8692.55,11.59,113.39,COD,7,0,Delivered,South Hub,5,Ongole,Delhi
ORD148,2642,271,12,,2025-01-05,2,30820.79,6.01,462.45,COD,3,0,Delivered,South Hub,5,Nagpur,Odisha
ORD149,1663,868,16,,2025-01-05,2,22319.93,12.54,155.08,Credit Card,2,0,Delivered,North Hub,1,Korba,Delhi
ORD150,3356,776,21,,2025-01-05,1,1300.4,16.96,476.71,Net Banking,4,0,Delivered,South Hub,5,Uluberia,West Bengal
ORD151,1386,984,41,,2025-01-05,1,5134.51,7.29,396.47,Net Banking,5,0,Delivered,North Hub,3,Nangloi Jat,Rajasthan
ORD152,3425,1053,36,,2025-01-05,1,1906.33,10.33,163.19,COD,4,1,Returned,West Hub,4,Amaravati,Karnataka
ORD153,1754,114,31,,2025-01-05,1,52142.09,16.69,202.54,UPI,7,0,Delivered,North Hub,5,Chennai,Rajasthan
ORD154,276,1187,20,7.0,2025-01-05,3,2045.11,12.35,217.51,Credit Card,4,0,Delivered,South Hub,1,Ramgarh,Delhi
ORD155,3775,1001,25,7.0,2025-01-05,1,1265.55,13.98,420.2,Net Banking,7,0,Delivered,South Hub,5,Maheshtala,Odisha
ORD156,94,413,17,7.0,2025-01-05,1,2547.37,8.16,200.92,Credit Card,6,0,Delivered,North Hub,5,Jehanabad,Delhi
ORD157,3630,688,11,,2025-01-05,2,1414.16,12.77,475.92,COD,4,0,Delivered,South Hub,2,Bikaner,Delhi
ORD158,3018,76,11,1.0,2025-01-05,1,55526.42,12.05,304.66,Credit Card,5,0,Delivered,East Hub,3,Davanagere,Maharashtra
ORD159,1012,225,29,7.0,2025-01-05,1,33589.32,14.1,84.56,COD,7,0,Delivered,North Hub,4,Arrah,Punjab
ORD160,3831,364,23,7.0,2025-01-05,1,3552.03,7.02,405.0,Credit Card,2,0,Delivered,East Hub,5,Bilaspur,Maharashtra
ORD161,2985,620,49,,2025-01-05,1,2220.39,11.16,176.59,UPI,2,0,Delivered,West Hub,3,Bongaigaon,Karnataka
ORD162,218,93,1,,2025-01-05,1,7172.66,5.12,210.05,COD,7,0,Delivered,West Hub,2,Tiruchirappalli,Madhya Pradesh
ORD163,180,1187,48,,2025-01-05,2,2224.97,16.72,368.11,UPI,6,0,Delivered,East Hub,3,Etawah,Uttar Pradesh
ORD164,961,1073,1,,2025-01-05,1,1923.6,17.11,123.18,UPI,5,0,Delivered,South Hub,3,Mehsana,Tamil Nadu
ORD165,3118,461,36,1.0,2025-01-05,1,2124.23,15.43,178.84,Credit Card,2,0,Delivered,West Hub,4,Jorhat,Madhya Pradesh
ORD166,528,969,9,7.0,2025-01-05,1,5238.94,15.24,133.45,COD,4,0,Delivered,South Hub,4,Sambalpur,Karnataka
ORD167,3105,614,35,,2025-01-05,1,2158.53,17.35,175.53,COD,7,0,Delivered,West Hub,3,Rourkela,Maharashtra
ORD168,988,266,4,7.0,2025-01-05,1,4357.2,17.36,141.61,Credit Card,7,0,Delivered,West Hub,3,Rajahmundry,Karnataka
ORD169,1168,662,13,7.0,2025-01-05,1,4424.77,10.42,381.24,COD,7,0,Delivered,South Hub,4,Mumbai,Madhya Pradesh
ORD170,3371,140,2,7.0,2025-01-05,1,38901.11,9.02,328.69,Net Banking,2,0,Delivered,East Hub,1,Kumbakonam,Karnataka
ORD171,2936,760,12,,2025-01-05,1,4969.47,5.42,421.89,COD,4,0,Delivered,East Hub,4,Gudivada,Delhi
ORD172,2546,990,31,,2025-01-05,1,30169.46,10.02,96.6,COD,5,0,Delivered,South Hub,5,Gurgaon,Maharashtra
ORD173,1494,44,17,,2025-01-05,2,66112.28,13.7,126.49,COD,7,0,Delivered,South Hub,3,Bhiwandi,Punjab
ORD174,2431,87,46,,2025-01-05,1,12197.74,16.11,59.96,Net Banking,5,1,Returned,North Hub,4,Bally,Kerala
ORD175,3822,284,33,1.0,2025-01-05,1,7909.7,8.59,173.62,Net Banking,2,0,Delivered,South Hub,4,Sasaram,Punjab
ORD176,1359,168,38,7.0,2025-01-05,1,14443.18,15.96,476.33,Net Banking,6,0,Delivered,South Hub,5,South Dumdum,Punjab
ORD177,1583,95,13,1.0,2025-01-05,1,29090.35,11.32,235.25,COD,5,0,Delivered,North Hub,1,Ajmer,Odisha
ORD178,768,892,38,7.0,2025-01-05,1,7219.03,7.26,224.79,Net Banking,4,0,Delivered,West Hub,2,Gurgaon,Rajasthan
ORD179,3520,264,18,,2025-01-05,1,31035.57,9.17,143.24,COD,4,0,Delivered,East Hub,4,Ratlam,West Bengal
ORD180,3817,888,23,,2025-01-05,2,8229.64,13.07,100.05,Credit Card,3,0,Delivered,South Hub,1,Kulti,Delhi
ORD181,1817,653,4,,2025-01-06,1,1162.1,10.29,137.88,COD,7,0,Delivered,East Hub,2,Sagar,Rajasthan
ORD182,3612,289,40,7.0,2025-01-06,2,8420.71,11.89,119.91,Net Banking,3,1,Returned,West Hub,3,Bhiwani,West Bengal
ORD183,186,332,8,1.0,2025-01-06,1,4544.95,10.64,301.56,Net Banking,7,0,Delivered,West Hub,2,Kozhikode,Odisha
ORD184,2645,864,35,,2025-01-06,1,2531.14,6.42,229.85,Net Banking,5,0,Delivered,North Hub,3,Aligarh,Karnataka
ORD185,1249,84,26,7.0,2025-01-06,1,50415.15,11.62,184.03,Net Banking,7,0,Delivered,East Hub,3,Saharsa,Rajasthan
ORD186,667,11,50,,2025-01-06,3,51914.46,11.33,175.37,Credit Card,3,0,Delivered,West Hub,3,Aligarh,Rajasthan
ORD187,463,1109,2,7.0,2025-01-06,2,769.59,12.09,57.12,Net Banking,2,0,Delivered,South Hub,3,Dhule,West Bengal
ORD188,3693,845,29,7.0,2025-01-06,1,3985.83,8.17,320.14,Net Banking,3,0,Delivered,East Hub,3,Bellary,Maharashtra
ORD189,2644,672,18,,2025-01-06,1,3146.81,13.28,175.86,COD,2,0,Delivered,North Hub,2,Bangalore,Karnataka
ORD190,359,913,47,,2025-01-06,1,4681.42,8.32,174.96,Net Banking,5,0,Delivered,West Hub,2,Sambalpur,Uttar Pradesh
ORD191,262,298,14,,2025-01-06,1,48727.32,12.79,463.76,COD,7,0,Delivered,East Hub,4,Nagpur,West Bengal
ORD192,3149,815,28,1.0,2025-01-06,1,2861.43,15.26,336.08,COD,7,0,Delivered,West Hub,1,Alwar,Madhya Pradesh
ORD193,1093,716,27,,2025-01-06,1,3578.32,12.41,330.16,COD,3,0,Delivered,North Hub,2,Pune,Madhya Pradesh
